Disease_id,Symptom_id,relation_type,database
MESH:D000544,D020238,DpS,Hetionet
DOID:1725,D014839,DpS,Hetionet
MESH:D012030,D014823,DpS,Hetionet
MESH:D009103,D053201,DpS,Hetionet
MESH:D053040,D053565,DpS,Hetionet
MESH:D010300,D009122,DpS,Hetionet
MESH:D051436,D009846,DpS,Hetionet
MESH:D001932,D000647,DpS,Hetionet
MESH:D051436,D002100,DpS,Hetionet
MESH:D006258,D010146,DpS,Hetionet
MESH:D009373,D009325,DpS,Hetionet
MESH:D012878,D004487,DpS,Hetionet
MESH:D001172,D012877,DpS,Hetionet
MESH:D013964,D055154,DpS,Hetionet
MESH:D004827,D020236,DpS,Hetionet
MESH:D009373,D009437,DpS,Hetionet
MESH:D014594,D009325,DpS,Hetionet
MESH:D010610,D004417,DpS,Hetionet
MESH:D009383,D004417,DpS,Hetionet
MESH:D009103,D000370,DpS,Hetionet
MESH:D000310,D002303,DpS,Hetionet
MESH:D014820,D003638,DpS,Hetionet
MESH:D001932,D004172,DpS,Hetionet
MESH:D008579,D001037,DpS,Hetionet
MESH:D010195,D059350,DpS,Hetionet
MESH:D007037,D001259,DpS,Hetionet
MESH:D007680,D001247,DpS,Hetionet
MESH:D002971,D010149,DpS,Hetionet
MESH:D014594,D000006,DpS,Hetionet
MESH:D014625,D014549,DpS,Hetionet
MESH:D051436,D012148,DpS,Hetionet
MESH:D015535,D010146,DpS,Hetionet
MESH:D012559,D003693,DpS,Hetionet
MESH:D013120,D010146,DpS,Hetionet
MESH:D010300,D004401,DpS,Hetionet
MESH:D005642,D006987,DpS,Hetionet
MESH:D009373,D046088,DpS,Hetionet
MESH:D012186,D014770,DpS,Hetionet
MESH:D019337,D000855,DpS,Hetionet
MESH:D003866,D018458,DpS,Hetionet
MESH:D001321,D007859,DpS,Hetionet
MESH:D001321,D001308,DpS,Hetionet
MESH:D009103,D009128,DpS,Hetionet
MESH:D007079,D013746,DpS,Hetionet
MESH:D018204,D041781,DpS,Hetionet
MESH:D010024,D055948,DpS,Hetionet
MESH:D012030,D014103,DpS,Hetionet
MESH:D008288,D001724,DpS,Hetionet
MESH:D013964,D006732,DpS,Hetionet
MESH:D001932,D004244,DpS,Hetionet
MESH:D013964,D014826,DpS,Hetionet
MESH:D019694,D006942,DpS,Hetionet
MESH:D007580,D018589,DpS,Hetionet
MESH:D010412,D053159,DpS,Hetionet
MESH:D009373,D003085,DpS,Hetionet
MESH:D008579,D014839,DpS,Hetionet
MESH:D006111,D001766,DpS,Hetionet
MESH:D013167,D014313,DpS,Hetionet
MESH:D007037,D001835,DpS,Hetionet
MESH:D007562,D020233,DpS,Hetionet
MESH:D045743,D003967,DpS,Hetionet
MESH:D001932,D012021,DpS,Hetionet
MESH:D001321,D013064,DpS,Hetionet
MESH:D016584,D020886,DpS,Hetionet
MESH:D003093,D011694,DpS,Hetionet
MESH:D018317,D006314,DpS,Hetionet
MESH:D000544,D007859,DpS,Hetionet
MESH:D009765,D063766,DpS,Hetionet
MESH:D006973,D007024,DpS,Hetionet
MESH:D000740,D006319,DpS,Hetionet
MESH:D019042,D012585,DpS,Hetionet
MESH:D006258,D065634,DpS,Hetionet
MESH:D013120,D020234,DpS,Hetionet
MESH:D009373,D002558,DpS,Hetionet
MESH:D008579,D004411,DpS,Hetionet
MESH:D016640,D005320,DpS,Hetionet
MESH:D002971,D007805,DpS,Hetionet
MESH:D005901,D020795,DpS,Hetionet
MESH:D011085,D014770,DpS,Hetionet
MESH:D006258,D005132,DpS,Hetionet
MESH:D009080,D007565,DpS,Hetionet
MESH:D001932,D000377,DpS,Hetionet
MESH:D006258,D000855,DpS,Hetionet
MESH:D008579,D014717,DpS,Hetionet
MESH:D015179,D000860,DpS,Hetionet
MESH:D007822,D004487,DpS,Hetionet
MESH:D000163,D005334,DpS,Hetionet
MESH:D009103,D059411,DpS,Hetionet
MESH:D010003,D020233,DpS,Hetionet
MESH:D011471,D010146,DpS,Hetionet
MESH:D009103,D006313,DpS,Hetionet
MESH:D012004,D011538,DpS,Hetionet
MESH:D008175,D006469,DpS,Hetionet
MESH:D010024,D019584,DpS,Hetionet
MESH:D009373,D007040,DpS,Hetionet
MESH:D008113,D014840,DpS,Hetionet
MESH:D005910,D006985,DpS,Hetionet
DOID:11920,D006685,DpS,Hetionet
MESH:D005134,D002832,DpS,Hetionet
MESH:D055113,D014098,DpS,Hetionet
MESH:D002446,D001259,DpS,Hetionet
MESH:D018317,D010591,DpS,Hetionet
MESH:D005910,D004172,DpS,Hetionet
MESH:D011565,D011539,DpS,Hetionet
MESH:D010610,D014012,DpS,Hetionet
MESH:D000437,D000425,DpS,Hetionet
MESH:D008180,D004438,DpS,Hetionet
MESH:D005910,D001766,DpS,Hetionet
MESH:D002311,D001926,DpS,Hetionet
MESH:D012559,D011595,DpS,Hetionet
MESH:D012559,D001041,DpS,Hetionet
MESH:D004827,D007859,DpS,Hetionet
MESH:D008479,D015160,DpS,Hetionet
MESH:D009103,D014786,DpS,Hetionet
MESH:D001172,D006319,DpS,Hetionet
MESH:D006258,D006209,DpS,Hetionet
MESH:D008180,D006469,DpS,Hetionet
MESH:D016535,D007040,DpS,Hetionet
MESH:D005910,D009325,DpS,Hetionet
MESH:D009383,D011693,DpS,Hetionet
MESH:D017544,D021501,DpS,Hetionet
MESH:D010024,D019588,DpS,Hetionet
MESH:D002971,D001184,DpS,Hetionet
MESH:D019337,D005334,DpS,Hetionet
MESH:D018317,D034381,DpS,Hetionet
MESH:D008180,D002819,DpS,Hetionet
MESH:D001749,D010149,DpS,Hetionet
MESH:D009373,D003967,DpS,Hetionet
MESH:D012559,D013342,DpS,Hetionet
MESH:D007037,D002819,DpS,Hetionet
MESH:D008881,D015877,DpS,Hetionet
MESH:D008579,D006313,DpS,Hetionet
MESH:D008579,D001259,DpS,Hetionet
MESH:D000437,D007035,DpS,Hetionet
MESH:D015179,D000855,DpS,Hetionet
MESH:D015535,D018771,DpS,Hetionet
MESH:D001932,D005862,DpS,Hetionet
MESH:D005879,D006816,DpS,Hetionet
MESH:D018317,D006311,DpS,Hetionet
MESH:D013953,D001260,DpS,Hetionet
MESH:D001932,D003128,DpS,Hetionet
MESH:D010024,D009133,DpS,Hetionet
MESH:D001932,D006311,DpS,Hetionet
MESH:D001859,D065634,DpS,Hetionet
MESH:D007037,D012021,DpS,Hetionet
MESH:D019042,D041781,DpS,Hetionet
MESH:D015209,D004314,DpS,Hetionet
MESH:D019042,D004487,DpS,Hetionet
MESH:D045743,D003490,DpS,Hetionet
MESH:D008545,D012607,DpS,Hetionet
MESH:D003922,D001835,DpS,Hetionet
MESH:D001172,D005157,DpS,Hetionet
MESH:D009373,D014008,DpS,Hetionet
MESH:D053040,D003085,DpS,Hetionet
MESH:D009290,D020447,DpS,Hetionet
MESH:D007562,D006423,DpS,Hetionet
MESH:D001321,D005600,DpS,Hetionet
MESH:D008113,D006396,DpS,Hetionet
MESH:D001714,D007319,DpS,Hetionet
MESH:D024821,D054058,DpS,Hetionet
MESH:D010190,D010148,DpS,Hetionet
MESH:D010300,D010591,DpS,Hetionet
MESH:D065631,D012913,DpS,Hetionet
MESH:D008175,D006685,DpS,Hetionet
MESH:D001289,D020178,DpS,Hetionet
MESH:D002532,D020324,DpS,Hetionet
MESH:D012559,D004421,DpS,Hetionet
MESH:D000690,D010292,DpS,Hetionet
MESH:D065631,D004487,DpS,Hetionet
MESH:D009373,D011782,DpS,Hetionet
MESH:D008579,D034381,DpS,Hetionet
MESH:D010040,D046089,DpS,Hetionet
MESH:D008113,D005262,DpS,Hetionet
MESH:D006258,D014012,DpS,Hetionet
MESH:D003922,D014929,DpS,Hetionet
MESH:D000690,D005207,DpS,Hetionet
MESH:D002971,D013064,DpS,Hetionet
MESH:D010300,D001750,DpS,Hetionet
MESH:D004827,D009123,DpS,Hetionet
MESH:D008180,D005221,DpS,Hetionet
MESH:D008175,D004433,DpS,Hetionet
MESH:D001859,D058447,DpS,Hetionet
MESH:D005910,D006423,DpS,Hetionet
MESH:D008288,D020179,DpS,Hetionet
MESH:D018204,D053159,DpS,Hetionet
MESH:D001859,D010591,DpS,Hetionet
MESH:D010195,D020078,DpS,Hetionet
MESH:D001172,D005132,DpS,Hetionet
MESH:D008288,D006456,DpS,Hetionet
MESH:D010040,D006319,DpS,Hetionet
MESH:D013964,D010149,DpS,Hetionet
MESH:D055113,D001724,DpS,Hetionet
MESH:D007037,D009461,DpS,Hetionet
MESH:D013736,D000006,DpS,Hetionet
MESH:D000437,D001247,DpS,Hetionet
MESH:D004938,D001835,DpS,Hetionet
MESH:D008288,D011537,DpS,Hetionet
MESH:D006258,D010292,DpS,Hetionet
MESH:D008881,D003244,DpS,Hetionet
MESH:D002446,D003248,DpS,Hetionet
MESH:D005879,D004409,DpS,Hetionet
MESH:D010190,D000855,DpS,Hetionet
MESH:D010300,D014549,DpS,Hetionet
MESH:D008268,D020795,DpS,Hetionet
MESH:D001714,D006212,DpS,Hetionet
MESH:D008881,D000270,DpS,Hetionet
MESH:D013736,D006316,DpS,Hetionet
MESH:D000544,D000857,DpS,Hetionet
MESH:D014594,D014550,DpS,Hetionet
MESH:D018317,D001416,DpS,Hetionet
MESH:D006258,D020385,DpS,Hetionet
MESH:D013953,D011696,DpS,Hetionet
MESH:D016535,D004417,DpS,Hetionet
MESH:D008288,D055665,DpS,Hetionet
MESH:D000437,D002032,DpS,Hetionet
MESH:D001859,D006987,DpS,Hetionet
MESH:D002971,D005884,DpS,Hetionet
MESH:D008579,D017116,DpS,Hetionet
MESH:D009103,D006316,DpS,Hetionet
MESH:D008175,D004417,DpS,Hetionet
MESH:D001063,D014839,DpS,Hetionet
MESH:D007562,D008569,DpS,Hetionet
MESH:D000437,D006212,DpS,Hetionet
MESH:D010190,D009325,DpS,Hetionet
MESH:D013167,D006987,DpS,Hetionet
MESH:D005910,D006261,DpS,Hetionet
MESH:D008579,D018908,DpS,Hetionet
MESH:D009373,D000860,DpS,Hetionet
MESH:D008881,D020886,DpS,Hetionet
MESH:D013274,D015746,DpS,Hetionet
MESH:D000506,D011537,DpS,Hetionet
MESH:D011565,D018771,DpS,Hetionet
MESH:D019042,D014549,DpS,Hetionet
MESH:D008105,D005221,DpS,Hetionet
MESH:D003866,D006970,DpS,Hetionet
MESH:D002971,D013342,DpS,Hetionet
MESH:D001932,D014012,DpS,Hetionet
MESH:D012559,D009903,DpS,Hetionet
MESH:D019337,D008998,DpS,Hetionet
MESH:D013167,D004244,DpS,Hetionet
MESH:D005901,D005132,DpS,Hetionet
MESH:D009765,D007040,DpS,Hetionet
MESH:D016535,D016857,DpS,Hetionet
MESH:D029424,D020181,DpS,Hetionet
MESH:D012148,D010591,DpS,Hetionet
MESH:D010190,D001416,DpS,Hetionet
MESH:D016640,D050177,DpS,Hetionet
MESH:D009103,D004411,DpS,Hetionet
MESH:D001859,D012585,DpS,Hetionet
MESH:D003876,D006942,DpS,Hetionet
MESH:D016584,D014717,DpS,Hetionet
MESH:D001932,D004401,DpS,Hetionet
MESH:D003876,D011537,DpS,Hetionet
MESH:D001859,D018437,DpS,Hetionet
MESH:D010610,D002559,DpS,Hetionet
MESH:D012186,D021501,DpS,Hetionet
MESH:D045743,D010292,DpS,Hetionet
MESH:D008881,D010146,DpS,Hetionet
MESH:D007079,D016553,DpS,Hetionet
MESH:D001471,D003635,DpS,Hetionet
MESH:D009103,D012607,DpS,Hetionet
MESH:D001859,D018771,DpS,Hetionet
MESH:D018317,D018908,DpS,Hetionet
MESH:D008881,D014103,DpS,Hetionet
MESH:D009765,D009767,DpS,Hetionet
MESH:C562840,D005222,DpS,Hetionet
MESH:D008175,D053578,DpS,Hetionet
MESH:D015209,D005221,DpS,Hetionet
MESH:D008180,D006319,DpS,Hetionet
MESH:D003922,D005320,DpS,Hetionet
MESH:D008268,D015354,DpS,Hetionet
MESH:D004938,D009325,DpS,Hetionet
MESH:D011085,D056128,DpS,Hetionet
MESH:D053040,D010149,DpS,Hetionet
MESH:D000437,D007565,DpS,Hetionet
MESH:D018317,D020335,DpS,Hetionet
MESH:D003876,D020078,DpS,Hetionet
MESH:D008113,D011693,DpS,Hetionet
MESH:D001932,D018908,DpS,Hetionet
MESH:D001714,D020178,DpS,Hetionet
MESH:D006258,D000857,DpS,Hetionet
MESH:D003866,D002032,DpS,Hetionet
MESH:D012030,D002832,DpS,Hetionet
MESH:D011471,D005221,DpS,Hetionet
MESH:D010003,D017288,DpS,Hetionet
MESH:D010610,D001766,DpS,Hetionet
MESH:D017202,D000787,DpS,Hetionet
MESH:D009103,D015354,DpS,Hetionet
MESH:D008881,D000788,DpS,Hetionet
MESH:D013953,D002637,DpS,Hetionet
MESH:D009103,D002819,DpS,Hetionet
MESH:D002532,D009886,DpS,Hetionet
MESH:D007680,D015746,DpS,Hetionet
MESH:D008881,D014786,DpS,Hetionet
MESH:D016535,D009058,DpS,Hetionet
MESH:D012559,D006948,DpS,Hetionet
MESH:D002532,D008580,DpS,Hetionet
MESH:D005901,D012166,DpS,Hetionet
MESH:D010024,D001416,DpS,Hetionet
MESH:D013953,D008998,DpS,Hetionet
MESH:D008288,D009461,DpS,Hetionet
MESH:D014625,D014550,DpS,Hetionet
MESH:D010003,D059787,DpS,Hetionet
MESH:D016640,D001724,DpS,Hetionet
MESH:D010610,D003638,DpS,Hetionet
MESH:D013120,D006987,DpS,Hetionet
MESH:D018317,D003639,DpS,Hetionet
MESH:D007680,D014839,DpS,Hetionet
MESH:D004827,D054221,DpS,Hetionet
MESH:D000740,D005316,DpS,Hetionet
MESH:D014625,D014839,DpS,Hetionet
MESH:D013167,D019547,DpS,Hetionet
MESH:D010001,D010264,DpS,Hetionet
MESH:D008579,D014786,DpS,Hetionet
MESH:D013964,D006685,DpS,Hetionet
MESH:D010610,D001184,DpS,Hetionet
MESH:D015179,D003248,DpS,Hetionet
DOID:11920,D012135,DpS,Hetionet
MESH:D007037,D009912,DpS,Hetionet
MESH:D003876,D012877,DpS,Hetionet
MESH:D013167,D014717,DpS,Hetionet
MESH:D001289,D004688,DpS,Hetionet
MESH:D002532,D001766,DpS,Hetionet
MESH:D045743,D011693,DpS,Hetionet
MESH:D001528,D006429,DpS,Hetionet
MESH:D000740,D038901,DpS,Hetionet
DOID:1725,D001247,DpS,Hetionet
MESH:D000690,D009461,DpS,Hetionet
MESH:D009373,D001039,DpS,Hetionet
MESH:D008175,D005221,DpS,Hetionet
MESH:D001714,D053608,DpS,Hetionet
MESH:D007078,D005483,DpS,Hetionet
MESH:D018317,D012001,DpS,Hetionet
MESH:D011471,D014549,DpS,Hetionet
MESH:D012148,D012913,DpS,Hetionet
MESH:D004827,D000647,DpS,Hetionet
MESH:D001859,D010292,DpS,Hetionet
MESH:D003922,D059606,DpS,Hetionet
MESH:D008881,D020795,DpS,Hetionet
MESH:D007918,D005132,DpS,Hetionet
MESH:D001289,D012891,DpS,Hetionet
MESH:D008479,D003371,DpS,Hetionet
MESH:D000163,D005335,DpS,Hetionet
MESH:D010610,D013651,DpS,Hetionet
MESH:D005879,D012893,DpS,Hetionet
MESH:D005879,D014103,DpS,Hetionet
MESH:D011471,D010264,DpS,Hetionet
MESH:C562839,D000855,DpS,Hetionet
MESH:D012186,D001750,DpS,Hetionet
MESH:D003922,D006319,DpS,Hetionet
MESH:D007562,D019569,DpS,Hetionet
MESH:D000437,D008569,DpS,Hetionet
MESH:D024821,D055948,DpS,Hetionet
MESH:D013120,D010148,DpS,Hetionet
MESH:D002532,D005157,DpS,Hetionet
MESH:D000740,D015160,DpS,Hetionet
MESH:D016535,D014832,DpS,Hetionet
MESH:D004938,D000855,DpS,Hetionet
MESH:D006258,D005157,DpS,Hetionet
MESH:D003924,D011507,DpS,Hetionet
MESH:D008579,D014549,DpS,Hetionet
MESH:D005910,D019547,DpS,Hetionet
MESH:D007562,D014786,DpS,Hetionet
MESH:D001932,D065634,DpS,Hetionet
MESH:D000506,D013746,DpS,Hetionet
MESH:D009373,D006732,DpS,Hetionet
MESH:D001172,D062706,DpS,Hetionet
MESH:D008579,D010292,DpS,Hetionet
MESH:D005879,D008607,DpS,Hetionet
MESH:D009103,D008569,DpS,Hetionet
MESH:D005910,D001260,DpS,Hetionet
MESH:D001289,D012893,DpS,Hetionet
MESH:D008180,D009912,DpS,Hetionet
MESH:D008268,D020754,DpS,Hetionet
MESH:D017202,D000788,DpS,Hetionet
MESH:D010001,D003638,DpS,Hetionet
MESH:D009103,D014549,DpS,Hetionet
MESH:D010001,D014717,DpS,Hetionet
MESH:D009383,D001416,DpS,Hetionet
MESH:D045743,D011537,DpS,Hetionet
MESH:D008175,D018908,DpS,Hetionet
MESH:D005910,D020233,DpS,Hetionet
MESH:D006258,D004415,DpS,Hetionet
MESH:D004827,D020919,DpS,Hetionet
MESH:D009103,D005158,DpS,Hetionet
MESH:D007680,D017116,DpS,Hetionet
MESH:D000740,D016534,DpS,Hetionet
MESH:D006258,D003371,DpS,Hetionet
MESH:D007562,D009207,DpS,Hetionet
MESH:D016535,D001724,DpS,Hetionet
MESH:D000740,D004614,DpS,Hetionet
MESH:D005923,D000419,DpS,Hetionet
MESH:D001932,D001766,DpS,Hetionet
MESH:D007918,D010292,DpS,Hetionet
MESH:D008105,D009755,DpS,Hetionet
MESH:D000163,D009325,DpS,Hetionet
MESH:C562839,D005335,DpS,Hetionet
MESH:D008113,D010149,DpS,Hetionet
MESH:D003731,D001835,DpS,Hetionet
MESH:D010190,D002100,DpS,Hetionet
MESH:D010300,D012678,DpS,Hetionet
MESH:D012468,D018908,DpS,Hetionet
MESH:D001932,D019569,DpS,Hetionet
MESH:D006258,D010243,DpS,Hetionet
MESH:D013120,D006732,DpS,Hetionet
MESH:D000740,D006472,DpS,Hetionet
MESH:D013167,D010243,DpS,Hetionet
MESH:D016584,D006935,DpS,Hetionet
MESH:D008113,D002100,DpS,Hetionet
MESH:D007822,D014832,DpS,Hetionet
MESH:D007918,D009437,DpS,Hetionet
MESH:D001528,D009461,DpS,Hetionet
MESH:D006973,D001724,DpS,Hetionet
MESH:D001932,D002559,DpS,Hetionet
MESH:D012878,D012877,DpS,Hetionet
MESH:D004379,D041781,DpS,Hetionet
MESH:D007680,D010264,DpS,Hetionet
MESH:D008479,D001416,DpS,Hetionet
MESH:C562839,D000006,DpS,Hetionet
MESH:D001749,D005334,DpS,Hetionet
MESH:D005901,D012415,DpS,Hetionet
MESH:D017545,D020335,DpS,Hetionet
MESH:D029424,D004417,DpS,Hetionet
MESH:D008113,D003967,DpS,Hetionet
MESH:D008579,D003244,DpS,Hetionet
DOID:11920,D001049,DpS,Hetionet
MESH:D018317,D006732,DpS,Hetionet
MESH:D001172,D011694,DpS,Hetionet
MESH:D008579,D020233,DpS,Hetionet
MESH:D002532,D002559,DpS,Hetionet
MESH:D016535,D020181,DpS,Hetionet
MESH:D009103,D000326,DpS,Hetionet
MESH:D008175,D006732,DpS,Hetionet
MESH:D007680,D005221,DpS,Hetionet
MESH:D001859,D010243,DpS,Hetionet
MESH:D011471,D059226,DpS,Hetionet
MESH:D008113,D015746,DpS,Hetionet
MESH:D000740,D015746,DpS,Hetionet
DOID:1725,D015746,DpS,Hetionet
MESH:D001289,D012678,DpS,Hetionet
MESH:D009103,D010264,DpS,Hetionet
MESH:D001932,D007806,DpS,Hetionet
MESH:D008479,D012135,DpS,Hetionet
MESH:D004827,D013009,DpS,Hetionet
MESH:D000310,D014770,DpS,Hetionet
MESH:D004379,D000855,DpS,Hetionet
MESH:D001932,D008580,DpS,Hetionet
MESH:D008113,D015160,DpS,Hetionet
MESH:D051436,D013651,DpS,Hetionet
MESH:D004827,D011602,DpS,Hetionet
MESH:D001932,D001259,DpS,Hetionet
MESH:D018204,D011693,DpS,Hetionet
MESH:D012559,D013064,DpS,Hetionet
MESH:D001749,D011141,DpS,Hetionet
MESH:D001859,D001416,DpS,Hetionet
MESH:D001172,D037061,DpS,Hetionet
MESH:D016535,D003490,DpS,Hetionet
MESH:D001932,D020915,DpS,Hetionet
MESH:D009373,D012585,DpS,Hetionet
MESH:D045743,D009461,DpS,Hetionet
MESH:D012148,D020187,DpS,Hetionet
MESH:C562840,D010146,DpS,Hetionet
MESH:D010195,D006396,DpS,Hetionet
MESH:D001932,D012640,DpS,Hetionet
MESH:D002532,D015878,DpS,Hetionet
MESH:D010300,D001184,DpS,Hetionet
MESH:D005910,D008569,DpS,Hetionet
MESH:D013953,D006337,DpS,Hetionet
MESH:D006111,D005132,DpS,Hetionet
MESH:D008175,D015845,DpS,Hetionet
MESH:D003731,D006209,DpS,Hetionet
MESH:D007580,D015746,DpS,Hetionet
MESH:D005910,D012585,DpS,Hetionet
MESH:D005910,D010264,DpS,Hetionet
MESH:D001859,D059390,DpS,Hetionet
MESH:D001714,D013064,DpS,Hetionet
MESH:D010051,D053578,DpS,Hetionet
MESH:D002583,D001750,DpS,Hetionet
MESH:D009290,D020923,DpS,Hetionet
MESH:D006973,D011141,DpS,Hetionet
MESH:D000310,D005335,DpS,Hetionet
MESH:D006258,D034381,DpS,Hetionet
MESH:D000163,D003371,DpS,Hetionet
MESH:D006258,D002558,DpS,Hetionet
MESH:D007680,D010149,DpS,Hetionet
MESH:D009373,D012607,DpS,Hetionet
MESH:D009373,D004244,DpS,Hetionet
MESH:D001289,D001184,DpS,Hetionet
MESH:D001932,D009886,DpS,Hetionet
MESH:D010610,D004433,DpS,Hetionet
MESH:D004827,D000377,DpS,Hetionet
MESH:D045743,D018771,DpS,Hetionet
MESH:D001932,D009325,DpS,Hetionet
MESH:D000690,D003371,DpS,Hetionet
MESH:D016584,D007319,DpS,Hetionet
MESH:D007037,D006685,DpS,Hetionet
MESH:D011565,D010146,DpS,Hetionet
MESH:D000690,D001259,DpS,Hetionet
MESH:D018317,D013651,DpS,Hetionet
MESH:D009373,D004487,DpS,Hetionet
MESH:D009290,D012892,DpS,Hetionet
MESH:D001528,D005335,DpS,Hetionet
MESH:D010003,D020069,DpS,Hetionet
MESH:D000437,D000381,DpS,Hetionet
MESH:D008288,D005335,DpS,Hetionet
MESH:D014846,D014550,DpS,Hetionet
MESH:D010610,D006732,DpS,Hetionet
DOID:1725,D000006,DpS,Hetionet
MESH:D007918,D004487,DpS,Hetionet
MESH:D002583,D011602,DpS,Hetionet
MESH:D005879,D002375,DpS,Hetionet
MESH:D007822,D012135,DpS,Hetionet
MESH:D002583,D009325,DpS,Hetionet
MESH:D013120,D020886,DpS,Hetionet
MESH:D001172,D002100,DpS,Hetionet
MESH:D012559,D012678,DpS,Hetionet
MESH:D017545,D010264,DpS,Hetionet
MESH:D008268,D002832,DpS,Hetionet
MESH:C562840,D003967,DpS,Hetionet
MESH:D009103,D012893,DpS,Hetionet
MESH:D024821,D064250,DpS,Hetionet
MESH:D018317,D012678,DpS,Hetionet
MESH:D012030,D015354,DpS,Hetionet
MESH:D006258,D013064,DpS,Hetionet
MESH:D012878,D005132,DpS,Hetionet
MESH:D005134,D005132,DpS,Hetionet
MESH:D007889,D010146,DpS,Hetionet
MESH:D003866,D017699,DpS,Hetionet
MESH:D006258,D009886,DpS,Hetionet
MESH:D003876,D011602,DpS,Hetionet
MESH:D005910,D000860,DpS,Hetionet
MESH:D006111,D016553,DpS,Hetionet
MESH:D019337,D051474,DpS,Hetionet
MESH:D006258,D019462,DpS,Hetionet
MESH:D019337,D005221,DpS,Hetionet
MESH:D006111,D014786,DpS,Hetionet
MESH:D008881,D010291,DpS,Hetionet
MESH:D009373,D008580,DpS,Hetionet
MESH:D008180,D011697,DpS,Hetionet
MESH:D005185,D002524,DpS,Hetionet
MESH:D005134,D001766,DpS,Hetionet
MESH:D017544,D017116,DpS,Hetionet
MESH:D002532,D018458,DpS,Hetionet
MESH:D002311,D013575,DpS,Hetionet
MESH:D008180,D006261,DpS,Hetionet
MESH:D009290,D020177,DpS,Hetionet
MESH:D003093,D005183,DpS,Hetionet
MESH:D008881,D020922,DpS,Hetionet
MESH:D003866,D008569,DpS,Hetionet
MESH:D001932,D009207,DpS,Hetionet
MESH:D010024,D011782,DpS,Hetionet
MESH:D019042,D004172,DpS,Hetionet
MESH:D009765,D013851,DpS,Hetionet
MESH:D000690,D007806,DpS,Hetionet
MESH:D000437,D014839,DpS,Hetionet
MESH:D008175,D010146,DpS,Hetionet
MESH:D007680,D020335,DpS,Hetionet
MESH:D008479,D010243,DpS,Hetionet
MESH:D005910,D018908,DpS,Hetionet
MESH:D010001,D009461,DpS,Hetionet
MESH:D008175,D018437,DpS,Hetionet
MESH:D007889,D053159,DpS,Hetionet
MESH:D012030,D011304,DpS,Hetionet
MESH:D017545,D013575,DpS,Hetionet
MESH:D013167,D014103,DpS,Hetionet
MESH:D005922,D011507,DpS,Hetionet
MESH:D014820,D019080,DpS,Hetionet
MESH:D001321,D004688,DpS,Hetionet
MESH:D029424,D020182,DpS,Hetionet
MESH:D013736,D001416,DpS,Hetionet
MESH:D000690,D020385,DpS,Hetionet
MESH:D005879,D009207,DpS,Hetionet
MESH:C562840,D018771,DpS,Hetionet
MESH:D010610,D002558,DpS,Hetionet
MESH:D000163,D015746,DpS,Hetionet
MESH:D010300,D012021,DpS,Hetionet
MESH:D008545,D006930,DpS,Hetionet
MESH:D001528,D012877,DpS,Hetionet
MESH:D018204,D002100,DpS,Hetionet
MESH:D005879,D020323,DpS,Hetionet
MESH:D002532,D014786,DpS,Hetionet
MESH:D013274,D003967,DpS,Hetionet
MESH:D014820,D007565,DpS,Hetionet
MESH:D007037,D006319,DpS,Hetionet
MESH:D010412,D010148,DpS,Hetionet
MESH:D014594,D000855,DpS,Hetionet
MESH:D001932,D003244,DpS,Hetionet
MESH:D009080,D005158,DpS,Hetionet
MESH:D004827,D011596,DpS,Hetionet
MESH:D001932,D009155,DpS,Hetionet
MESH:D005910,D005207,DpS,Hetionet
MESH:D008881,D003085,DpS,Hetionet
MESH:D002311,D000787,DpS,Hetionet
MESH:D007037,D003638,DpS,Hetionet
MESH:D012559,D005311,DpS,Hetionet
MESH:D010300,D012148,DpS,Hetionet
MESH:D010300,D020820,DpS,Hetionet
MESH:D045743,D006942,DpS,Hetionet
MESH:D007580,D000006,DpS,Hetionet
MESH:D008479,D004487,DpS,Hetionet
MESH:D007889,D004415,DpS,Hetionet
MESH:D015535,D005221,DpS,Hetionet
MESH:D009290,D002385,DpS,Hetionet
MESH:D012559,D019954,DpS,Hetionet
MESH:D000740,D011696,DpS,Hetionet
MESH:D010024,D018908,DpS,Hetionet
MESH:D001932,D006423,DpS,Hetionet
MESH:D013120,D010264,DpS,Hetionet
MESH:D010300,D009127,DpS,Hetionet
MESH:D007037,D009120,DpS,Hetionet
MESH:D007680,D021501,DpS,Hetionet
MESH:D000163,D003693,DpS,Hetionet
MESH:D013120,D017116,DpS,Hetionet
MESH:C562840,D001835,DpS,Hetionet
MESH:D014846,D010146,DpS,Hetionet
MESH:D005134,D014823,DpS,Hetionet
MESH:D000310,D059606,DpS,Hetionet
MESH:D009373,D012678,DpS,Hetionet
MESH:D000740,D010167,DpS,Hetionet
MESH:D007079,D009325,DpS,Hetionet
MESH:D003866,D001037,DpS,Hetionet
MESH:D007918,D000370,DpS,Hetionet
MESH:D014594,D005335,DpS,Hetionet
MESH:D006973,D001835,DpS,Hetionet
MESH:D017202,D017566,DpS,Hetionet
MESH:D012186,D005335,DpS,Hetionet
MESH:D010610,D012891,DpS,Hetionet
MESH:D007889,D015746,DpS,Hetionet
MESH:D002532,D003655,DpS,Hetionet
MESH:D011085,D050177,DpS,Hetionet
MESH:D051436,D005221,DpS,Hetionet
MESH:D007037,D001724,DpS,Hetionet
MESH:D006973,D006337,DpS,Hetionet
MESH:D000740,D009846,DpS,Hetionet
MESH:D010001,D004244,DpS,Hetionet
