Disease_id,Symptom_id,relation_type,database
MESH:D010412,D010146,DpS,Hetionet
MESH:D012559,D005483,DpS,Hetionet
MESH:D006258,D004487,DpS,Hetionet
MESH:D009383,D013575,DpS,Hetionet
MESH:D008579,D011782,DpS,Hetionet
MESH:D005134,D020757,DpS,Hetionet
MESH:D012878,D003638,DpS,Hetionet
MESH:D001650,D011537,DpS,Hetionet
MESH:D008545,D012166,DpS,Hetionet
MESH:D008479,D006685,DpS,Hetionet
MESH:D001528,D003967,DpS,Hetionet
MESH:D004938,D018589,DpS,Hetionet
MESH:D000544,D009207,DpS,Hetionet
MESH:D018317,D019080,DpS,Hetionet
MESH:D005879,D000334,DpS,Hetionet
MESH:D001172,D010149,DpS,Hetionet
MESH:D010001,D034381,DpS,Hetionet
MESH:D001932,D002524,DpS,Hetionet
MESH:D008180,D014826,DpS,Hetionet
MESH:D010001,D001416,DpS,Hetionet
MESH:D018204,D013575,DpS,Hetionet
MESH:D011471,D053159,DpS,Hetionet
MESH:D013736,D002100,DpS,Hetionet
MESH:D001321,D009123,DpS,Hetionet
MESH:D004938,D006685,DpS,Hetionet
MESH:D010003,D051346,DpS,Hetionet
MESH:D007580,D003967,DpS,Hetionet
MESH:D012559,D003221,DpS,Hetionet
MESH:D055113,D004314,DpS,Hetionet
MESH:D006258,D009437,DpS,Hetionet
MESH:D045743,D012021,DpS,Hetionet
MESH:D004827,D007806,DpS,Hetionet
MESH:D004827,D001259,DpS,Hetionet
MESH:D001321,D011596,DpS,Hetionet
MESH:D005134,D014786,DpS,Hetionet
MESH:C562840,D009325,DpS,Hetionet
MESH:D009373,D018908,DpS,Hetionet
MESH:D008579,D014012,DpS,Hetionet
MESH:D045743,D005221,DpS,Hetionet
MESH:D000437,D007859,DpS,Hetionet
MESH:D018317,D006316,DpS,Hetionet
MESH:D008180,D018771,DpS,Hetionet
MESH:D018204,D001835,DpS,Hetionet
MESH:D012468,D006987,DpS,Hetionet
MESH:D029424,D003371,DpS,Hetionet
MESH:D010051,D004412,DpS,Hetionet
MESH:D011565,D005334,DpS,Hetionet
MESH:D010300,D018476,DpS,Hetionet
MESH:D013274,D011697,DpS,Hetionet
MESH:D009103,D002524,DpS,Hetionet
MESH:D011565,D008998,DpS,Hetionet
MESH:D001714,D002389,DpS,Hetionet
MESH:D006973,D053158,DpS,Hetionet
MESH:D001321,D038901,DpS,Hetionet
MESH:D000310,D006261,DpS,Hetionet
MESH:D008268,D019591,DpS,Hetionet
MESH:D013120,D011782,DpS,Hetionet
MESH:D001932,D006261,DpS,Hetionet
MESH:D006973,D000860,DpS,Hetionet
MESH:D014029,D000550,DpS,Hetionet
MESH:D029424,D005221,DpS,Hetionet
MESH:D007037,D018908,DpS,Hetionet
MESH:D007822,D055154,DpS,Hetionet
MESH:D008881,D009041,DpS,Hetionet
MESH:D007562,D012678,DpS,Hetionet
MESH:D010040,D003638,DpS,Hetionet
MESH:D010300,D000857,DpS,Hetionet
MESH:D006258,D006319,DpS,Hetionet
MESH:D004827,D001041,DpS,Hetionet
MESH:D008180,D006942,DpS,Hetionet
MESH:D045743,D011697,DpS,Hetionet
MESH:D008288,D014839,DpS,Hetionet
MESH:D011085,D013851,DpS,Hetionet
MESH:D001859,D034381,DpS,Hetionet
DOID:1725,D021501,DpS,Hetionet
MESH:D003866,D062706,DpS,Hetionet
MESH:D001859,D019080,DpS,Hetionet
MESH:D006258,D059606,DpS,Hetionet
MESH:D010300,D003147,DpS,Hetionet
MESH:D007079,D011602,DpS,Hetionet
MESH:D007079,D005334,DpS,Hetionet
MESH:D009373,D004172,DpS,Hetionet
MESH:D006973,D009846,DpS,Hetionet
MESH:D001932,D010243,DpS,Hetionet
MESH:D000310,D000006,DpS,Hetionet
MESH:D013953,D004408,DpS,Hetionet
MESH:D009373,D015875,DpS,Hetionet
MESH:D013953,D006942,DpS,Hetionet
MESH:D001528,D010243,DpS,Hetionet
MESH:D016584,D020184,DpS,Hetionet
MESH:D003093,D007565,DpS,Hetionet
MESH:D008545,D006988,DpS,Hetionet
MESH:D009103,D001766,DpS,Hetionet
MESH:D008180,D004487,DpS,Hetionet
MESH:D000437,D000647,DpS,Hetionet
MESH:D010190,D007331,DpS,Hetionet
MESH:D065631,D020181,DpS,Hetionet
MESH:D008113,D000860,DpS,Hetionet
MESH:D007562,D004454,DpS,Hetionet
MESH:D007680,D009325,DpS,Hetionet
MESH:D012559,D020886,DpS,Hetionet
MESH:D015179,D010148,DpS,Hetionet
MESH:D007037,D007035,DpS,Hetionet
MESH:D016535,D000860,DpS,Hetionet
MESH:D000544,D006816,DpS,Hetionet
MESH:D005910,D006987,DpS,Hetionet
MESH:D008881,D009886,DpS,Hetionet
MESH:D016535,D012912,DpS,Hetionet
MESH:D010300,D006816,DpS,Hetionet
MESH:D003866,D054058,DpS,Hetionet
MESH:D006258,D003639,DpS,Hetionet
MESH:D012878,D011537,DpS,Hetionet
MESH:D009373,D012021,DpS,Hetionet
MESH:D010610,D005158,DpS,Hetionet
MESH:D001172,D004415,DpS,Hetionet
MESH:D012030,D009886,DpS,Hetionet
MESH:D005879,D011602,DpS,Hetionet
MESH:D029424,D004418,DpS,Hetionet
MESH:D001471,D056128,DpS,Hetionet
MESH:D013120,D009133,DpS,Hetionet
MESH:D000437,D011782,DpS,Hetionet
MESH:D018317,D001766,DpS,Hetionet
MESH:D000437,D003693,DpS,Hetionet
MESH:D009103,D014717,DpS,Hetionet
MESH:D000740,D008998,DpS,Hetionet
MESH:D012148,D017109,DpS,Hetionet
MESH:D045743,D010146,DpS,Hetionet
MESH:D010040,D006314,DpS,Hetionet
MESH:D001714,D010468,DpS,Hetionet
MESH:D001932,D001039,DpS,Hetionet
MESH:D029424,D000860,DpS,Hetionet
MESH:D050197,D054058,DpS,Hetionet
MESH:D001714,D001308,DpS,Hetionet
MESH:D001172,D011695,DpS,Hetionet
MESH:D008881,D004412,DpS,Hetionet
MESH:D006111,D017246,DpS,Hetionet
MESH:D013736,D009325,DpS,Hetionet
MESH:D000740,D005311,DpS,Hetionet
MESH:D009373,D009755,DpS,Hetionet
MESH:D055113,D014313,DpS,Hetionet
MESH:D010195,D010149,DpS,Hetionet
MESH:D008113,D001835,DpS,Hetionet
MESH:D007562,D006816,DpS,Hetionet
MESH:D010001,D012585,DpS,Hetionet
MESH:D000690,D020233,DpS,Hetionet
MESH:D018204,D002637,DpS,Hetionet
MESH:D017202,D059787,DpS,Hetionet
MESH:D001714,D011595,DpS,Hetionet
MESH:D005185,D010146,DpS,Hetionet
MESH:D000437,D020234,DpS,Hetionet
MESH:D015179,D015746,DpS,Hetionet
MESH:D016640,D015430,DpS,Hetionet
MESH:D008180,D054068,DpS,Hetionet
MESH:D010001,D006319,DpS,Hetionet
MESH:D050197,D051346,DpS,Hetionet
MESH:D016535,D055154,DpS,Hetionet
MESH:D001289,D007805,DpS,Hetionet
MESH:D010051,D017699,DpS,Hetionet
MESH:D012468,D005157,DpS,Hetionet
MESH:D005134,D006732,DpS,Hetionet
MESH:D006973,D012891,DpS,Hetionet
MESH:D013964,D013651,DpS,Hetionet
MESH:D013120,D010292,DpS,Hetionet
MESH:D008545,D014823,DpS,Hetionet
MESH:D010051,D001260,DpS,Hetionet
MESH:D045743,D004415,DpS,Hetionet
MESH:D009373,D001260,DpS,Hetionet
MESH:D005910,D002100,DpS,Hetionet
MESH:D017545,D006337,DpS,Hetionet
MESH:D010300,D006212,DpS,Hetionet
MESH:D007562,D003221,DpS,Hetionet
MESH:D012148,D009207,DpS,Hetionet
MESH:D000544,D020336,DpS,Hetionet
MESH:D010300,D014832,DpS,Hetionet
MESH:D003866,D004421,DpS,Hetionet
MESH:D009373,D006319,DpS,Hetionet
MESH:D000690,D003147,DpS,Hetionet
MESH:D000544,D000648,DpS,Hetionet
MESH:D010300,D001072,DpS,Hetionet
MESH:D013274,D010149,DpS,Hetionet
MESH:D008579,D003128,DpS,Hetionet
MESH:D019694,D011695,DpS,Hetionet
MESH:D018317,D004614,DpS,Hetionet
MESH:D002971,D004410,DpS,Hetionet
MESH:D016584,D004244,DpS,Hetionet
MESH:C562840,D009437,DpS,Hetionet
MESH:D008175,D003967,DpS,Hetionet
MESH:D007680,D005334,DpS,Hetionet
MESH:D010300,D003221,DpS,Hetionet
MESH:D002446,D000006,DpS,Hetionet
MESH:D009103,D013035,DpS,Hetionet
MESH:D003093,D009325,DpS,Hetionet
MESH:D006111,D006987,DpS,Hetionet
MESH:D006973,D011602,DpS,Hetionet
MESH:D010195,D007565,DpS,Hetionet
MESH:D002532,D015354,DpS,Hetionet
MESH:D011565,D011693,DpS,Hetionet
MESH:C562839,D005334,DpS,Hetionet
MESH:D006111,D010243,DpS,Hetionet
MESH:D010024,D004487,DpS,Hetionet
MESH:D001932,D013035,DpS,Hetionet
MESH:D000690,D011782,DpS,Hetionet
MESH:D009765,D050177,DpS,Hetionet
MESH:D015209,D011537,DpS,Hetionet
MESH:D001172,D011693,DpS,Hetionet
MESH:D003866,D007024,DpS,Hetionet
MESH:D000506,D004314,DpS,Hetionet
MESH:D012559,D006816,DpS,Hetionet
MESH:D001714,D004409,DpS,Hetionet
MESH:D002583,D009846,DpS,Hetionet
MESH:D001172,D012585,DpS,Hetionet
MESH:D001859,D010149,DpS,Hetionet
MESH:D002532,D006732,DpS,Hetionet
MESH:D001289,D000381,DpS,Hetionet
MESH:D012148,D020181,DpS,Hetionet
MESH:D009373,D020335,DpS,Hetionet
MESH:D009103,D006606,DpS,Hetionet
MESH:D008579,D006312,DpS,Hetionet
MESH:D019042,D006685,DpS,Hetionet
MESH:D006111,D009886,DpS,Hetionet
MESH:D006258,D046088,DpS,Hetionet
MESH:D003093,D011695,DpS,Hetionet
MESH:D019337,D003967,DpS,Hetionet
MESH:D010300,D007319,DpS,Hetionet
MESH:D000740,D000006,DpS,Hetionet
MESH:D003922,D002032,DpS,Hetionet
MESH:D000740,D005183,DpS,Hetionet
MESH:D013964,D059606,DpS,Hetionet
MESH:D019042,D010243,DpS,Hetionet
MESH:D018317,D012585,DpS,Hetionet
MESH:D011471,D004487,DpS,Hetionet
MESH:D012468,D006319,DpS,Hetionet
MESH:D005910,D006319,DpS,Hetionet
MESH:D008881,D004244,DpS,Hetionet
MESH:D001749,D001835,DpS,Hetionet
MESH:D004379,D003085,DpS,Hetionet
MESH:D000437,D019588,DpS,Hetionet
MESH:D051436,D000419,DpS,Hetionet
MESH:D001749,D021501,DpS,Hetionet
MESH:C562839,D002637,DpS,Hetionet
MESH:D004827,D013575,DpS,Hetionet
MESH:D018204,D017699,DpS,Hetionet
MESH:D008579,D019547,DpS,Hetionet
MESH:D005910,D019080,DpS,Hetionet
MESH:D000690,D009133,DpS,Hetionet
MESH:D003866,D010146,DpS,Hetionet
MESH:D013120,D010243,DpS,Hetionet
MESH:D010195,D006930,DpS,Hetionet
MESH:D009103,D001750,DpS,Hetionet
MESH:D009103,D009886,DpS,Hetionet
MESH:D001859,D010291,DpS,Hetionet
MESH:D001172,D010292,DpS,Hetionet
MESH:D016584,D017109,DpS,Hetionet
MESH:D002532,D001037,DpS,Hetionet
MESH:D008113,D009325,DpS,Hetionet
MESH:D019042,D001750,DpS,Hetionet
MESH:D008881,D014098,DpS,Hetionet
MESH:D001471,D002637,DpS,Hetionet
MESH:D018204,D004438,DpS,Hetionet
MESH:D018317,D006317,DpS,Hetionet
MESH:D012468,D004433,DpS,Hetionet
MESH:D007680,D012585,DpS,Hetionet
MESH:D008579,D001416,DpS,Hetionet
MESH:D013167,D012585,DpS,Hetionet
MESH:D019694,D011693,DpS,Hetionet
MESH:D014594,D010149,DpS,Hetionet
MESH:D006973,D005311,DpS,Hetionet
MESH:D008545,D015354,DpS,Hetionet
MESH:D008881,D015875,DpS,Hetionet
MESH:D001859,D009886,DpS,Hetionet
MESH:D006258,D006261,DpS,Hetionet
MESH:D009080,D006319,DpS,Hetionet
MESH:D008268,D012607,DpS,Hetionet
MESH:D008268,D001766,DpS,Hetionet
MESH:D009373,D001750,DpS,Hetionet
MESH:D009103,D010292,DpS,Hetionet
MESH:D009373,D001926,DpS,Hetionet
MESH:D013274,D014839,DpS,Hetionet
MESH:D007037,D001247,DpS,Hetionet
MESH:D008579,D006311,DpS,Hetionet
MESH:D016535,D012913,DpS,Hetionet
MESH:D005134,D004172,DpS,Hetionet
MESH:D014820,D004314,DpS,Hetionet
MESH:D000740,D045262,DpS,Hetionet
MESH:D001859,D059352,DpS,Hetionet
MESH:D002971,D034381,DpS,Hetionet
MESH:D005706,D014839,DpS,Hetionet
MESH:D000740,D000472,DpS,Hetionet
MESH:D009765,D011218,DpS,Hetionet
MESH:D016584,D012893,DpS,Hetionet
MESH:D014846,D004487,DpS,Hetionet
MESH:D017544,D006396,DpS,Hetionet
MESH:D013964,D006469,DpS,Hetionet
MESH:D009373,D012166,DpS,Hetionet
MESH:D002446,D013746,DpS,Hetionet
MESH:D008180,D002389,DpS,Hetionet
MESH:D005134,D003638,DpS,Hetionet
MESH:D002311,D006337,DpS,Hetionet
MESH:D065631,D006261,DpS,Hetionet
MESH:D005879,D006948,DpS,Hetionet
MESH:D010300,D012893,DpS,Hetionet
MESH:D001859,D004487,DpS,Hetionet
MESH:D000740,D005221,DpS,Hetionet
MESH:D007680,D009846,DpS,Hetionet
MESH:D001932,D014103,DpS,Hetionet
MESH:D010610,D006685,DpS,Hetionet
MESH:D005134,D004487,DpS,Hetionet
MESH:D012186,D003968,DpS,Hetionet
MESH:D007822,D001044,DpS,Hetionet
MESH:D002532,D000857,DpS,Hetionet
MESH:D014594,D019584,DpS,Hetionet
MESH:D004827,D014474,DpS,Hetionet
MESH:D002311,D007625,DpS,Hetionet
MESH:D013274,D015431,DpS,Hetionet
MESH:D013120,D014549,DpS,Hetionet
MESH:D001859,D004433,DpS,Hetionet
MESH:D001749,D055948,DpS,Hetionet
MESH:D005910,D011596,DpS,Hetionet
MESH:D001172,D009437,DpS,Hetionet
MESH:D005910,D005158,DpS,Hetionet
MESH:D002971,D007806,DpS,Hetionet
MESH:D017544,D000006,DpS,Hetionet
MESH:D001932,D006319,DpS,Hetionet
MESH:D003866,D015430,DpS,Hetionet
MESH:D005910,D010468,DpS,Hetionet
MESH:D000437,D020270,DpS,Hetionet
MESH:D001528,D015746,DpS,Hetionet
MESH:D012004,D005221,DpS,Hetionet
MESH:D008579,D002558,DpS,Hetionet
MESH:D001932,D020324,DpS,Hetionet
MESH:D013964,D010243,DpS,Hetionet
MESH:D001172,D010243,DpS,Hetionet
MESH:D007037,D003248,DpS,Hetionet
MESH:D000544,D018888,DpS,Hetionet
MESH:D000740,D003410,DpS,Hetionet
MESH:D001932,D014474,DpS,Hetionet
MESH:D005910,D012678,DpS,Hetionet
MESH:D003922,D001766,DpS,Hetionet
MESH:D001321,D012001,DpS,Hetionet
MESH:D001172,D009325,DpS,Hetionet
MESH:D002583,D004487,DpS,Hetionet
MESH:D007680,D003967,DpS,Hetionet
MESH:D008479,D002524,DpS,Hetionet
MESH:D009103,D054971,DpS,Hetionet
MESH:D000163,D011697,DpS,Hetionet
MESH:D015433,D011507,DpS,Hetionet
MESH:D017545,D005335,DpS,Hetionet
MESH:D014820,D011537,DpS,Hetionet
MESH:D012030,D058447,DpS,Hetionet
MESH:D012004,D010149,DpS,Hetionet
MESH:D003866,D006816,DpS,Hetionet
MESH:D010300,D020240,DpS,Hetionet
MESH:D000740,D011697,DpS,Hetionet
MESH:D011565,D006942,DpS,Hetionet
MESH:D000310,D002637,DpS,Hetionet
MESH:D000310,D005132,DpS,Hetionet
MESH:D010610,D019547,DpS,Hetionet
MESH:D009103,D020078,DpS,Hetionet
MESH:D045743,D013035,DpS,Hetionet
MESH:D000310,D003967,DpS,Hetionet
MESH:D002583,D001724,DpS,Hetionet
MESH:D008288,D005311,DpS,Hetionet
MESH:D013120,D018908,DpS,Hetionet
MESH:D012559,D007859,DpS,Hetionet
MESH:D002532,D008569,DpS,Hetionet
MESH:D051436,D000789,DpS,Hetionet
MESH:D010001,D013035,DpS,Hetionet
MESH:D001932,D014717,DpS,Hetionet
MESH:D008175,D014839,DpS,Hetionet
MESH:D005706,D015746,DpS,Hetionet
MESH:D010300,D009120,DpS,Hetionet
MESH:D006111,D004172,DpS,Hetionet
MESH:D000740,D004415,DpS,Hetionet
MESH:D001321,D004454,DpS,Hetionet
MESH:D001063,D000006,DpS,Hetionet
MESH:D006258,D014717,DpS,Hetionet
MESH:D007918,D001766,DpS,Hetionet
MESH:D008268,D000550,DpS,Hetionet
MESH:D002446,D004314,DpS,Hetionet
MESH:D008579,D003638,DpS,Hetionet
MESH:D003866,D003221,DpS,Hetionet
MESH:D012004,D014840,DpS,Hetionet
MESH:D012559,D062706,DpS,Hetionet
MESH:D013167,D051346,DpS,Hetionet
MESH:D001859,D014313,DpS,Hetionet
MESH:D008579,D005158,DpS,Hetionet
MESH:D014594,D010146,DpS,Hetionet
MESH:D016535,D000472,DpS,Hetionet
MESH:D001172,D005221,DpS,Hetionet
MESH:D001321,D020886,DpS,Hetionet
MESH:D006111,D004314,DpS,Hetionet
MESH:D008579,D006319,DpS,Hetionet
MESH:D005910,D005862,DpS,Hetionet
MESH:D010003,D009437,DpS,Hetionet
MESH:D009373,D034381,DpS,Hetionet
MESH:D009373,D005183,DpS,Hetionet
MESH:D012030,D000550,DpS,Hetionet
MESH:D011471,D059373,DpS,Hetionet
MESH:D007680,D011507,DpS,Hetionet
MESH:D024821,D000419,DpS,Hetionet
MESH:D000740,D001247,DpS,Hetionet
MESH:D010040,D012021,DpS,Hetionet
MESH:D008579,D019569,DpS,Hetionet
MESH:C562840,D001724,DpS,Hetionet
MESH:D005879,D002819,DpS,Hetionet
MESH:D000310,D015845,DpS,Hetionet
MESH:D010051,D014770,DpS,Hetionet
MESH:D001932,D002100,DpS,Hetionet
MESH:D001859,D008998,DpS,Hetionet
MESH:D010051,D006628,DpS,Hetionet
MESH:D001289,D002032,DpS,Hetionet
MESH:D012004,D009325,DpS,Hetionet
MESH:D009373,D004411,DpS,Hetionet
MESH:D010190,D004415,DpS,Hetionet
MESH:D007822,D003371,DpS,Hetionet
MESH:D000690,D020754,DpS,Hetionet
MESH:D000740,D010146,DpS,Hetionet
MESH:D010300,D011596,DpS,Hetionet
MESH:D009373,D014826,DpS,Hetionet
MESH:D009103,D014103,DpS,Hetionet
MESH:D008579,D065634,DpS,Hetionet
MESH:D010610,D014826,DpS,Hetionet
MESH:D045743,D004487,DpS,Hetionet
MESH:D005901,D012607,DpS,Hetionet
MESH:D015433,D004487,DpS,Hetionet
MESH:D007079,D011695,DpS,Hetionet
MESH:D003922,D011141,DpS,Hetionet
MESH:D015210,D007926,DpS,Hetionet
MESH:D003093,D011696,DpS,Hetionet
MESH:D008288,D003128,DpS,Hetionet
MESH:D013120,D009123,DpS,Hetionet
MESH:D017544,D007035,DpS,Hetionet
MESH:D000740,D002303,DpS,Hetionet
MESH:D000544,D013494,DpS,Hetionet
MESH:D004938,D010146,DpS,Hetionet
MESH:D010024,D007706,DpS,Hetionet
MESH:D019694,D004314,DpS,Hetionet
MESH:D001714,D012893,DpS,Hetionet
MESH:D006973,D012166,DpS,Hetionet
MESH:D012148,D020920,DpS,Hetionet
MESH:D011565,D005157,DpS,Hetionet
MESH:D007037,D000787,DpS,Hetionet
MESH:D007037,D034381,DpS,Hetionet
MESH:D016640,D005311,DpS,Hetionet
MESH:D004827,D019462,DpS,Hetionet
DOID:1725,D000855,DpS,Hetionet
MESH:D008579,D000647,DpS,Hetionet
MESH:D012030,D004172,DpS,Hetionet
MESH:D015210,D004487,DpS,Hetionet
MESH:D006258,D003638,DpS,Hetionet
MESH:D008180,D016553,DpS,Hetionet
MESH:D000740,D008607,DpS,Hetionet
MESH:D006258,D013651,DpS,Hetionet
MESH:D017544,D000787,DpS,Hetionet
MESH:D007889,D004487,DpS,Hetionet
MESH:D010051,D000855,DpS,Hetionet
MESH:D010190,D015431,DpS,Hetionet
MESH:D017544,D010291,DpS,Hetionet
MESH:D000544,D053202,DpS,Hetionet
MESH:D000163,D001766,DpS,Hetionet
MESH:D007562,D057178,DpS,Hetionet
MESH:D009373,D015746,DpS,Hetionet
MESH:D002446,D015746,DpS,Hetionet
MESH:D003922,D003117,DpS,Hetionet
MESH:D006258,D010148,DpS,Hetionet
MESH:D001749,D053584,DpS,Hetionet
MESH:D005185,D015746,DpS,Hetionet
MESH:D010300,D005221,DpS,Hetionet
MESH:D065631,D000857,DpS,Hetionet
MESH:C562839,D003371,DpS,Hetionet
MESH:D016535,D002637,DpS,Hetionet
MESH:C562840,D020250,DpS,Hetionet
MESH:D012186,D009461,DpS,Hetionet
MESH:D001289,D003147,DpS,Hetionet
MESH:D009373,D006313,DpS,Hetionet
MESH:D001289,D006948,DpS,Hetionet
MESH:D001932,D001926,DpS,Hetionet
MESH:D003731,D005183,DpS,Hetionet
MESH:D013274,D002100,DpS,Hetionet
MESH:D001528,D009912,DpS,Hetionet
MESH:D003866,D011304,DpS,Hetionet
MESH:D019694,D012877,DpS,Hetionet
MESH:D000437,D014202,DpS,Hetionet
MESH:D018204,D006337,DpS,Hetionet
MESH:D011565,D004487,DpS,Hetionet
MESH:D051436,D012893,DpS,Hetionet
MESH:D000740,D054068,DpS,Hetionet
MESH:D009373,D014839,DpS,Hetionet
MESH:D013120,D020336,DpS,Hetionet
MESH:D000690,D020828,DpS,Hetionet
MESH:D018317,D000370,DpS,Hetionet
MESH:D006258,D001184,DpS,Hetionet
MESH:D001289,D005600,DpS,Hetionet
MESH:D004379,D003967,DpS,Hetionet
MESH:D002583,D014550,DpS,Hetionet
MESH:D010300,D020235,DpS,Hetionet
MESH:D051436,D000860,DpS,Hetionet
MESH:D001172,D000270,DpS,Hetionet
MESH:D053040,D010146,DpS,Hetionet
MESH:D010195,D006942,DpS,Hetionet
MESH:D010195,D003085,DpS,Hetionet
MESH:D006973,D020181,DpS,Hetionet
MESH:D013120,D020233,DpS,Hetionet
MESH:D012559,D007331,DpS,Hetionet
MESH:D012148,D012148,DpS,Hetionet
MESH:D001859,D006314,DpS,Hetionet
MESH:D007562,D001037,DpS,Hetionet
MESH:D009373,D006988,DpS,Hetionet
MESH:D007680,D000860,DpS,Hetionet
MESH:D005134,D009755,DpS,Hetionet
MESH:D008288,D003967,DpS,Hetionet
MESH:D010300,D051346,DpS,Hetionet
MESH:D000163,D003967,DpS,Hetionet
MESH:D016535,D012893,DpS,Hetionet
MESH:D008479,D010264,DpS,Hetionet
MESH:D009373,D016534,DpS,Hetionet
MESH:D014516,D010146,DpS,Hetionet
MESH:D006258,D006312,DpS,Hetionet
MESH:D005185,D004487,DpS,Hetionet
MESH:D009373,D019080,DpS,Hetionet
MESH:D012559,D004409,DpS,Hetionet
MESH:D002532,D001926,DpS,Hetionet
MESH:D002971,D003638,DpS,Hetionet
MESH:D001714,D002819,DpS,Hetionet
MESH:D010300,D020233,DpS,Hetionet
MESH:D005134,D009886,DpS,Hetionet
MESH:D012186,D001416,DpS,Hetionet
MESH:D008113,D000855,DpS,Hetionet
MESH:D000506,D002422,DpS,Hetionet
MESH:D012878,D009912,DpS,Hetionet
MESH:D001289,D011595,DpS,Hetionet
MESH:D008545,D011537,DpS,Hetionet
MESH:D002532,D010291,DpS,Hetionet
MESH:D009103,D005207,DpS,Hetionet
MESH:C562840,D002100,DpS,Hetionet
MESH:D001749,D014549,DpS,Hetionet
MESH:D008881,D006429,DpS,Hetionet
MESH:D008268,D006212,DpS,Hetionet
MESH:D001321,D015518,DpS,Hetionet
MESH:D013120,D009461,DpS,Hetionet
MESH:D008105,D016553,DpS,Hetionet
MESH:D009103,D001072,DpS,Hetionet
MESH:D007889,D014550,DpS,Hetionet
MESH:C562839,D006469,DpS,Hetionet
MESH:D010003,D018771,DpS,Hetionet
MESH:D000437,D006941,DpS,Hetionet
MESH:D008881,D000647,DpS,Hetionet
MESH:D008545,D003085,DpS,Hetionet
MESH:D003876,D011538,DpS,Hetionet
MESH:D008545,D018908,DpS,Hetionet
MESH:D013167,D009437,DpS,Hetionet
MESH:D011471,D053448,DpS,Hetionet
MESH:D008881,D006941,DpS,Hetionet
MESH:D001289,D020189,DpS,Hetionet
MESH:D012030,D012607,DpS,Hetionet
MESH:D008180,D020757,DpS,Hetionet
MESH:D003866,D020178,DpS,Hetionet
MESH:D002532,D003244,DpS,Hetionet
MESH:D000544,D001037,DpS,Hetionet
MESH:D000544,D003693,DpS,Hetionet
MESH:D015179,D005335,DpS,Hetionet
MESH:D000690,D013494,DpS,Hetionet
MESH:D010003,D059350,DpS,Hetionet
MESH:D001714,D006948,DpS,Hetionet
MESH:D004827,D006985,DpS,Hetionet
MESH:D002532,D013035,DpS,Hetionet
MESH:D010024,D018771,DpS,Hetionet
MESH:D029424,D018496,DpS,Hetionet
MESH:D014846,D011539,DpS,Hetionet
MESH:D009373,D006261,DpS,Hetionet
MESH:D001172,D002819,DpS,Hetionet
MESH:D013953,D009207,DpS,Hetionet
MESH:D012186,D015746,DpS,Hetionet
MESH:D007037,D009222,DpS,Hetionet
MESH:D065631,D020078,DpS,Hetionet
MESH:D000544,D019954,DpS,Hetionet
MESH:D004827,D001037,DpS,Hetionet
MESH:D009373,D000647,DpS,Hetionet
MESH:D045743,D012877,DpS,Hetionet
MESH:D000740,D000860,DpS,Hetionet
MESH:D008881,D006930,DpS,Hetionet
MESH:D009373,D010243,DpS,Hetionet
DOID:1725,D009325,DpS,Hetionet
MESH:D012559,D007088,DpS,Hetionet
MESH:D017544,D053591,DpS,Hetionet
MESH:D051436,D011507,DpS,Hetionet
MESH:D001932,D005158,DpS,Hetionet
MESH:D003922,D005884,DpS,Hetionet
MESH:D013274,D005334,DpS,Hetionet
MESH:D006973,D004487,DpS,Hetionet
MESH:C562840,D020920,DpS,Hetionet
MESH:D010610,D013064,DpS,Hetionet
MESH:D008180,D011507,DpS,Hetionet
MESH:D065631,D009058,DpS,Hetionet
MESH:D003866,D020186,DpS,Hetionet
MESH:D001859,D001750,DpS,Hetionet
MESH:D008268,D015877,DpS,Hetionet
MESH:D053040,D007926,DpS,Hetionet
MESH:D013120,D010291,DpS,Hetionet
MESH:D006111,D009461,DpS,Hetionet
MESH:D009103,D011782,DpS,Hetionet
MESH:D008545,D001766,DpS,Hetionet
MESH:D004379,D004415,DpS,Hetionet
MESH:D000437,D011596,DpS,Hetionet
MESH:D001932,D008569,DpS,Hetionet
MESH:D001172,D015845,DpS,Hetionet
MESH:D008545,D055154,DpS,Hetionet
MESH:D001932,D020234,DpS,Hetionet
MESH:D000163,D019588,DpS,Hetionet
MESH:D001859,D051346,DpS,Hetionet
MESH:D010001,D014012,DpS,Hetionet
MESH:D003866,D005222,DpS,Hetionet
MESH:D008881,D013035,DpS,Hetionet
MESH:D010300,D001264,DpS,Hetionet
MESH:D008579,D012678,DpS,Hetionet
MESH:D001289,D012913,DpS,Hetionet
MESH:D009373,D017699,DpS,Hetionet
MESH:D009103,D001264,DpS,Hetionet
MESH:D007562,D002524,DpS,Hetionet
MESH:D007562,D004421,DpS,Hetionet
MESH:C562840,D015430,DpS,Hetionet
MESH:D003922,D011507,DpS,Hetionet
MESH:D012030,D015878,DpS,Hetionet
MESH:D008180,D000419,DpS,Hetionet
MESH:D003866,D008607,DpS,Hetionet
MESH:D004827,D002524,DpS,Hetionet
MESH:D001932,D019080,DpS,Hetionet
MESH:D007918,D009912,DpS,Hetionet
MESH:D009103,D006311,DpS,Hetionet
MESH:D014516,D021501,DpS,Hetionet
MESH:D002446,D014839,DpS,Hetionet
MESH:D010610,D009461,DpS,Hetionet
MESH:D014820,D019588,DpS,Hetionet
MESH:D013953,D016553,DpS,Hetionet
MESH:C562840,D010149,DpS,Hetionet
